Designator,Pin,PinName,Net,Category,Description
U14,1,,GND,IC/模块,接口类型:I2C;存储容量:128Kbit;时钟频率(fc):1MHz;
U14,2,,GND,IC/模块,接口类型:I2C;存储容量:128Kbit;时钟频率(fc):1MHz;
U14,3,,GND,IC/模块,接口类型:I2C;存储容量:128Kbit;时钟频率(fc):1MHz;
U14,4,,GND,IC/模块,接口类型:I2C;存储容量:128Kbit;时钟频率(fc):1MHz;
U14,5,,MCU_PB11_I2C2_SDA,IC/模块,接口类型:I2C;存储容量:128Kbit;时钟频率(fc):1MHz;
U14,6,,MCU_PB10_I2C2_SCL,IC/模块,接口类型:I2C;存储容量:128Kbit;时钟频率(fc):1MHz;
U14,7,,GND,IC/模块,接口类型:I2C;存储容量:128Kbit;时钟频率(fc):1MHz;
U14,8,,MCU_ANALOG_3V3,IC/模块,接口类型:I2C;存储容量:128Kbit;时钟频率(fc):1MHz;
C35,1,,MCU_ANALOG_3V3,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C35,2,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
R20,1,,MCU_PB11_I2C2_SDA,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R20,2,,MCU_ANALOG_3V3,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R21,1,,MCU_PB10_I2C2_SCL,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R21,2,,MCU_ANALOG_3V3,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
X1,1,,OSC_OUT,连接器,晶振类型:贴片晶振;频率:8MHz;常温频差:±10ppm;负载电容:20pF;频率稳定度:±20ppm;
X1,2,,OSC_IN,连接器,晶振类型:贴片晶振;频率:8MHz;常温频差:±10ppm;负载电容:20pF;频率稳定度:±20ppm;
C31,1,,GND,电容,容值:18pF;精度:±5%;额定电压:50V;温度系数:C0G;
C31,2,,OSC_OUT,电容,容值:18pF;精度:±5%;额定电压:50V;温度系数:C0G;
C33,1,,OSC_IN,电容,容值:18pF;精度:±5%;额定电压:50V;温度系数:C0G;
C33,2,,GND,电容,容值:18pF;精度:±5%;额定电压:50V;温度系数:C0G;
C34,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C34,2,,$3N188,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
U13,1,,$3N229,IC/模块,连接器类型：电池底座 适用电池规格：CR1220，CR1220D，ML1220 工作温度范围：-40℃~+80℃
U13,2,,GND,IC/模块,连接器类型：电池底座 适用电池规格：CR1220，CR1220D，ML1220 工作温度范围：-40℃~+80℃
U11,1,,MCU_ANALOG_3V3,IC/模块,二极管配置:独立式;正向压降(Vf):1V@100mA;直流反向耐压(Vr):30V;整流电流:200mA;
U11,2,,,IC/模块,二极管配置:独立式;正向压降(Vf):1V@100mA;直流反向耐压(Vr):30V;整流电流:200mA;
U11,3,,$3N231,IC/模块,二极管配置:独立式;正向压降(Vf):1V@100mA;直流反向耐压(Vr):30V;整流电流:200mA;
R17,1,,$3N231,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R17,2,,$3N229,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
U12,1,,MCU_ANALOG_3V3,IC/模块,接口:三线串行接口;
U12,2,,$3N228,IC/模块,接口:三线串行接口;
U12,3,,$3N227,IC/模块,接口:三线串行接口;
U12,4,,GND,IC/模块,接口:三线串行接口;
U12,5,,MCU_GPIO_PA12_DS1302_RST,IC/模块,接口:三线串行接口;
U12,6,,MCU_GPIO_PC12_DS1302_IO,IC/模块,接口:三线串行接口;
U12,7,,MCU_GPIO_PD2_DS1302_SCLK,IC/模块,接口:三线串行接口;
U12,8,,$3N229,IC/模块,接口:三线串行接口;
C30,1,,MCU_ANALOG_3V3,电容,容值:100nF;精度:±10%;额定电压:16V;温度系数:X7R;
C30,2,,GND,电容,容值:100nF;精度:±10%;额定电压:16V;温度系数:X7R;
C32,1,,GND,电容,容值:100nF;精度:±10%;额定电压:16V;温度系数:X7R;
C32,2,,$3N229,电容,容值:100nF;精度:±10%;额定电压:16V;温度系数:X7R;
X2,1,,$3N227,连接器,晶振类型:贴片晶振;频率:32.768kHz;常温频差:±20ppm;负载电容:12.5pF;
X2,2,,$3N228,连接器,晶振类型:贴片晶振;频率:32.768kHz;常温频差:±20ppm;负载电容:12.5pF;
R18,1,,$3N2,电阻,电阻类型:厚膜电阻;阻值:820Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R18,2,,MCU_PB12_BUZZER_EN,电阻,电阻类型:厚膜电阻;阻值:820Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
H1,1,,+5V,其他,插针结构:1x6P;间距:2.54mm;行距:-;圆针/方针:方针;安装方式:直插;排数:单排;总PIN位数:6P;额定电流:-;额定电压:-;配合针长度:6mm;塑高:2.5mm;端接针长度:3mm;触头材质:黄铜;触头镀层:-;工作温度:-40℃~+105℃;颜色:黑色;
H1,2,,GND,其他,插针结构:1x6P;间距:2.54mm;行距:-;圆针/方针:方针;安装方式:直插;排数:单排;总PIN位数:6P;额定电流:-;额定电压:-;配合针长度:6mm;塑高:2.5mm;端接针长度:3mm;触头材质:黄铜;触头镀层:-;工作温度:-40℃~+105℃;颜色:黑色;
H1,3,,SWCLK,其他,插针结构:1x6P;间距:2.54mm;行距:-;圆针/方针:方针;安装方式:直插;排数:单排;总PIN位数:6P;额定电流:-;额定电压:-;配合针长度:6mm;塑高:2.5mm;端接针长度:3mm;触头材质:黄铜;触头镀层:-;工作温度:-40℃~+105℃;颜色:黑色;
H1,4,,SWDIO,其他,插针结构:1x6P;间距:2.54mm;行距:-;圆针/方针:方针;安装方式:直插;排数:单排;总PIN位数:6P;额定电流:-;额定电压:-;配合针长度:6mm;塑高:2.5mm;端接针长度:3mm;触头材质:黄铜;触头镀层:-;工作温度:-40℃~+105℃;颜色:黑色;
H1,5,,MCU_PA10_USART1_RX_DEBUG,其他,插针结构:1x6P;间距:2.54mm;行距:-;圆针/方针:方针;安装方式:直插;排数:单排;总PIN位数:6P;额定电流:-;额定电压:-;配合针长度:6mm;塑高:2.5mm;端接针长度:3mm;触头材质:黄铜;触头镀层:-;工作温度:-40℃~+105℃;颜色:黑色;
H1,6,,MCU_PA9_USART1_TX_DEBUG,其他,插针结构:1x6P;间距:2.54mm;行距:-;圆针/方针:方针;安装方式:直插;排数:单排;总PIN位数:6P;额定电流:-;额定电压:-;配合针长度:6mm;塑高:2.5mm;端接针长度:3mm;触头材质:黄铜;触头镀层:-;工作温度:-40℃~+105℃;颜色:黑色;
R22,1,,MCU_ANALOG_3V3,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R22,2,,$3N188,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
SW1,1,,GND,其他,电路结构:单刀单掷;开关位数:2位;额定电流:25mA;额定电压:24V;工作寿命:3千次;颜色:黑色;
SW1,2,,GND,其他,电路结构:单刀单掷;开关位数:2位;额定电流:25mA;额定电压:24V;工作寿命:3千次;颜色:黑色;
SW1,3,,$3N305,其他,电路结构:单刀单掷;开关位数:2位;额定电流:25mA;额定电压:24V;工作寿命:3千次;颜色:黑色;
SW1,4,,$3N306,其他,电路结构:单刀单掷;开关位数:2位;额定电流:25mA;额定电压:24V;工作寿命:3千次;颜色:黑色;
FPC1,1,,+5V,其他,锁定特性:翻盖式;触点类型:卧贴;触点数量:16P;间距:0.5mm;安装方式:下接;工作温度:-25℃~+85℃;
